Concept,Auditory,Gustatory,Haptic,Olfactory,Visual
personnel,1.70588235294118,0.11764705882352901,0.8823529411764711,0.41176470588235303,2.94117647058824
phone,4.35294117647059,0.0,3.0,0.0588235294117647,4.23529411764706
picture,0.23529411764705901,0.11764705882352901,1.52941176470588,0.23529411764705901,4.76470588235294
plug,0.8235294117647061,0.11764705882352901,3.2352941176470598,0.23529411764705901,4.41176470588235
portion,0.647058823529412,1.76470588235294,2.41176470588235,1.41176470588235,4.0
pound,1.23529411764706,0.41176470588235303,3.64705882352941,0.41176470588235303,4.35294117647059
powder,0.8125,2.375,3.75,2.75,4.0625
preparation,1.8125,0.9375,1.625,1.625,3.0625
primary,1.17647058823529,0.41176470588235303,0.47058823529411803,0.529411764705882,2.35294117647059
prize,1.64705882352941,0.764705882352941,2.64705882352941,0.764705882352941,4.0
production,1.52941176470588,1.17647058823529,1.52941176470588,1.23529411764706,3.2352941176470598
property,0.764705882352941,0.47058823529411803,1.8823529411764701,0.9411764705882351,4.05882352941176
proportion,1.41176470588235,1.0,2.35294117647059,0.764705882352941,3.7647058823529402
quality,3.05882352941176,3.41176470588235,4.05882352941176,3.11764705882353,4.29411764705882
reflection,0.23529411764705901,0.0,0.47058823529411803,0.17647058823529402,4.64705882352941
refrigerator,1.8823529411764701,1.23529411764706,2.47058823529412,2.29411764705882,4.41176470588235
relation,2.05882352941176,0.29411764705882404,1.41176470588235,0.8823529411764711,3.41176470588235
republic,0.533333333333333,0.0666666666666667,0.266666666666667,0.0666666666666667,1.78571428571429
rise,1.52941176470588,0.29411764705882404,2.47058823529412,0.529411764705882,4.11764705882353
role,1.8823529411764701,0.0588235294117647,0.47058823529411803,0.23529411764705901,2.58823529411765
roof,0.529411764705882,0.0588235294117647,1.94117647058824,0.17647058823529402,4.4705882352941195
route,1.1176470588235299,0.25,1.35294117647059,0.5,3.82352941176471
rush,2.35294117647059,0.41176470588235303,1.64705882352941,0.5882352941176471,3.7647058823529402
sauce,1.05882352941176,4.76470588235294,1.41176470588235,3.70588235294118,3.58823529411765
school,3.17647058823529,0.529411764705882,1.35294117647059,1.35294117647059,4.4705882352941195
second,1.23529411764706,0.17647058823529402,0.529411764705882,0.23529411764705901,2.11764705882353
seed,0.647058823529412,2.47058823529412,2.94117647058824,1.17647058823529,4.11764705882353
sergeant,2.82352941176471,0.0588235294117647,0.47058823529411803,0.23529411764705901,3.88235294117647
shell,1.29411764705882,0.7058823529411771,3.64705882352941,1.17647058823529,4.11764705882353
site,1.5,0.1875,0.625,0.625,3.75
slavery,2.52941176470588,0.41176470588235303,0.41176470588235303,0.647058823529412,3.52941176470588
soap,0.35294117647058804,1.29411764705882,4.11764705882353,4.0,4.05882352941176
socialist,2.5625,0.0625,0.375,0.125,2.5
solution,1.82352941176471,0.35294117647058804,0.764705882352941,0.47058823529411803,2.64705882352941
spirit,1.52941176470588,0.23529411764705901,0.764705882352941,0.529411764705882,2.0
statement,2.52941176470588,0.17647058823529402,0.647058823529412,0.17647058823529402,2.70588235294118
stay,1.52941176470588,0.23529411764705901,1.47058823529412,0.41176470588235303,2.58823529411765
stop,2.64705882352941,0.7058823529411771,1.76470588235294,0.647058823529412,3.94117647058824
stranger,2.70588235294118,0.35294117647058804,1.35294117647059,1.35294117647059,4.35294117647059
strength,1.41176470588235,0.41176470588235303,3.17647058823529,0.47058823529411803,3.7647058823529402
student,3.375,0.1875,1.5,1.1875,4.4375
substitute,1.52941176470588,1.1176470588235299,1.23529411764706,0.9411764705882351,3.47058823529412
symbol,0.9411764705882351,0.47058823529411803,1.29411764705882,0.529411764705882,4.0
talent,3.70588235294118,1.29411764705882,1.47058823529412,1.23529411764706,4.5294117647058805
tendency,0.9375,0.125,0.5,0.25,1.875
text,1.70588235294118,0.0588235294117647,1.0,0.17647058823529402,4.64705882352941
theme,2.05882352941176,0.647058823529412,0.9411764705882351,0.8823529411764711,3.41176470588235
theory,2.47058823529412,0.23529411764705901,0.41176470588235303,0.23529411764705901,2.47058823529412
thick,1.0,2.05882352941176,4.11764705882353,0.647058823529412,4.23529411764706
three,1.70588235294118,0.35294117647058804,2.52941176470588,0.41176470588235303,3.70588235294118
title,1.94117647058824,0.0588235294117647,0.23529411764705901,0.11764705882352901,3.29411764705882
tool,1.94117647058824,0.23529411764705901,3.4375,0.7058823529411771,4.0
track,1.52941176470588,0.0588235294117647,1.29411764705882,0.647058823529412,3.5
tractor,3.88235294117647,0.23529411764705901,1.70588235294118,1.64705882352941,4.5294117647058805
trend,1.70588235294118,0.647058823529412,1.1176470588235299,0.5882352941176471,3.88235294117647
trim,0.8823529411764711,0.17647058823529402,2.52941176470588,0.29411764705882404,3.64705882352941
vacuum,3.29411764705882,0.11764705882352901,1.41176470588235,1.1176470588235299,3.41176470588235
variety,3.29411764705882,3.2352941176470598,3.29411764705882,3.05882352941176,4.41176470588235
vice,1.14285714285714,0.5714285714285711,1.5,0.35714285714285704,2.71428571428571
view,0.7058823529411771,0.23529411764705901,0.47058823529411803,0.647058823529412,4.5294117647058805
voluntary,1.125,0.125,0.5,0.3125,2.875
wait,1.29411764705882,0.17647058823529402,0.7058823529411771,0.35294117647058804,2.2352941176470598
want,2.0,1.76470588235294,1.94117647058824,1.64705882352941,2.88235294117647
waste,1.1176470588235299,0.764705882352941,1.47058823529412,3.52941176470588,4.11764705882353
welfare,1.82352941176471,0.35294117647058804,1.23529411764706,0.8823529411764711,2.88235294117647
west,0.764705882352941,0.11764705882352901,0.41176470588235303,0.23529411764705901,2.70588235294118
wheel,1.5882352941176499,0.29411764705882404,2.47058823529412,0.47058823529411803,4.5294117647058805
win,3.0,0.47058823529411803,1.0,0.5882352941176471,3.82352941176471
window,0.8235294117647061,0.29411764705882404,2.7647058823529402,0.47058823529411803,4.70588235294118
worker,2.52941176470588,0.11764705882352901,1.35294117647059,1.1176470588235299,4.23529411764706
wrong,2.64705882352941,1.17647058823529,1.23529411764706,1.0,2.7647058823529402
admission,1.8125,0.0,0.875,0.4375,3.4375
advice,4.88235294117647,0.0,0.0,0.0,2.05882352941176
amateur,2.88235294117647,0.41176470588235303,0.5882352941176471,0.29411764705882404,3.58823529411765
anger,3.70588235294118,0.11764705882352901,1.41176470588235,0.35294117647058804,4.11764705882353
answer,4.0,0.0,0.41176470588235303,0.0,2.88235294117647
area,1.0,0.11764705882352901,2.05882352941176,0.5882352941176471,4.0
aspect,1.875,0.5,0.8,1.0,2.375
atom,1.0,0.625,0.9411764705882351,0.5,1.375
attempt,1.64705882352941,0.17647058823529402,1.35294117647059,0.11764705882352901,2.52941176470588
aunt,3.7647058823529402,0.11764705882352901,2.7647058823529402,2.3125,4.41176470588235
background,1.82352941176471,0.11764705882352901,0.529411764705882,0.41176470588235303,3.47058823529412
band,4.58823529411765,0.0,1.0,0.41176470588235303,4.05882352941176
base,1.1875,0.25,2.25,0.0625,3.3125
bath,2.64705882352941,0.29411764705882404,4.5294117647058805,2.58823529411765,4.0
belt,1.0,0.0,4.23529411764706,1.23529411764706,4.41176470588235
body,3.2352941176470598,1.47058823529412,4.41176470588235,3.35294117647059,4.76470588235294
bone,1.5882352941176499,1.29411764705882,4.05882352941176,1.0,3.41176470588235
boss,3.7647058823529402,0.0,1.29411764705882,0.8823529411764711,4.29411764705882
break,2.875,1.125,2.5,0.5,3.0625
breath,2.17647058823529,2.17647058823529,1.70588235294118,3.0,1.70588235294118
brief,2.25,0.25,0.75,0.5625,2.125
builder,3.7647058823529402,0.17647058823529402,1.23529411764706,1.35294117647059,4.29411764705882
bullet,2.94117647058824,0.11764705882352901,2.88235294117647,1.05882352941176,3.52941176470588
camp,2.52941176470588,0.5882352941176471,2.41176470588235,1.64705882352941,3.88235294117647
cash,1.8823529411764701,0.23529411764705901,4.0,1.47058823529412,4.4705882352941195
cause,2.4375,0.375,0.9375,0.375,2.875
cellar,1.375,0.125,2.6875,2.8125,4.125
century,1.70588235294118,0.0588235294117647,0.11764705882352901,0.17647058823529402,2.17647058823529
chart,0.529411764705882,0.0,0.764705882352941,0.0588235294117647,3.7647058823529402
claim,2.7647058823529402,0.0,0.5882352941176471,0.0,2.17647058823529
close,1.94117647058824,0.23529411764705901,2.94117647058824,1.35294117647059,3.94117647058824
comedy,4.70588235294118,0.0,0.764705882352941,0.0588235294117647,3.70588235294118
condition,2.64705882352941,0.8823529411764711,2.70588235294118,1.5882352941176499,3.58823529411765
confidence,3.0,0.35294117647058804,1.41176470588235,0.47058823529411803,3.94117647058824
construction,2.94117647058824,0.11764705882352901,2.05882352941176,0.8823529411764711,4.0
content,2.11764705882353,1.47058823529412,3.0,1.41176470588235,3.7647058823529402
contract,2.58823529411765,0.11764705882352901,1.52941176470588,0.11764705882352901,3.94117647058824
cotton,0.41176470588235303,0.11764705882352901,4.4705882352941195,0.8823529411764711,4.05882352941176
council,2.70588235294118,0.0,0.47058823529411803,0.29411764705882404,2.88235294117647
cousin,4.05882352941176,0.0,2.88235294117647,1.70588235294118,4.5294117647058805
craft,1.8823529411764701,0.41176470588235303,3.2352941176470598,0.7058823529411771,3.70588235294118
crime,3.58823529411765,0.11764705882352901,1.17647058823529,0.11764705882352901,4.23529411764706
crisis,3.82352941176471,0.0,1.41176470588235,0.8823529411764711,4.17647058823529
cure,1.05882352941176,0.764705882352941,1.94117647058824,0.625,2.94117647058824
curiosity,2.82352941176471,1.0,1.8823529411764701,1.17647058823529,3.2352941176470598
curve,0.11764705882352901,0.0,3.94117647058824,0.0,4.29411764705882
customer,3.625,0.0,1.82352941176471,1.35294117647059,4.0
death,2.47058823529412,0.11764705882352901,1.70588235294118,1.64705882352941,3.64705882352941
defeat,2.58823529411765,0.0588235294117647,1.0,0.29411764705882404,3.41176470588235
delight,3.35294117647059,1.82352941176471,1.94117647058824,1.47058823529412,3.41176470588235
depression,2.7647058823529402,0.0,0.8823529411764711,0.17647058823529402,2.94117647058824
desk,1.35294117647059,0.0,3.94117647058824,0.529411764705882,4.41176470588235
device,2.58823529411765,0.0625,3.47058823529412,0.41176470588235303,4.17647058823529
die,2.11764705882353,0.47058823529411803,1.29411764705882,1.1176470588235299,3.2352941176470598
disease,2.47058823529412,0.8823529411764711,2.2352941176470598,1.82352941176471,3.41176470588235
distance,2.3125,0.0625,1.9375,0.375,4.82352941176471
down,1.1875,0.0,1.5,0.0625,3.1875
dust,0.0,0.7058823529411771,2.7647058823529402,1.29411764705882,4.17647058823529
ease,1.875,0.0,1.6875,0.0625,2.5
east,0.75,0.125,0.375,0.1875,2.8125
effect,2.64705882352941,1.29411764705882,1.82352941176471,1.17647058823529,3.11764705882353
effort,2.11764705882353,0.125,0.9375,0.5,3.17647058823529
emergency,3.7647058823529402,0.0588235294117647,1.64705882352941,1.0,4.0
engagement,2.58823529411765,0.0588235294117647,1.76470588235294,0.0588235294117647,3.2352941176470598
estate,1.52941176470588,0.0588235294117647,1.17647058823529,0.8823529411764711,4.17647058823529
factor,1.3125,0.375,0.3125,0.0625,1.875
fair,1.5625,0.0625,1.05882352941176,0.25,2.875
farm,3.3125,0.5,2.75,3.9375,4.23529411764706
feet,2.0625,0.1875,3.5,3.125,4.5
fell,2.52941176470588,0.0,3.11764705882353,0.23529411764705901,3.70588235294118
felt,0.7058823529411771,0.25,4.23529411764706,0.47058823529411803,2.82352941176471
fence,0.375,0.0,3.7647058823529402,0.125,4.70588235294118
fine,1.70588235294118,0.529411764705882,2.0,0.35294117647058804,3.82352941176471
firm,1.17647058823529,0.9411764705882351,4.05882352941176,0.11764705882352901,3.11764705882353
fog,0.17647058823529402,0.11764705882352901,1.1176470588235299,0.8235294117647061,4.76470588235294
foot,1.29411764705882,0.0588235294117647,3.94117647058824,2.82352941176471,4.41176470588235
fortune,2.2352941176470598,0.11764705882352901,1.0,0.17647058823529402,2.88235294117647
giant,2.29411764705882,0.0,2.41176470588235,0.647058823529412,4.11764705882353
god,1.82352941176471,0.41176470588235303,0.41176470588235303,0.41176470588235303,1.17647058823529
grace,2.5,0.125,0.8125,0.375,3.125
gun,4.05882352941176,0.35294117647058804,3.11764705882353,1.29411764705882,4.17647058823529
harm,2.88235294117647,0.35294117647058804,2.7647058823529402,0.47058823529411803,3.64705882352941
harmony,4.41176470588235,0.8235294117647061,1.41176470588235,0.8823529411764711,2.94117647058824
hate,3.05882352941176,0.529411764705882,1.05882352941176,0.5882352941176471,2.94117647058824
hell,2.47058823529412,0.23529411764705901,1.05882352941176,0.7058823529411771,1.23529411764706
help,3.7647058823529402,0.0,2.41176470588235,0.29411764705882404,3.64705882352941
hen,3.52941176470588,1.1176470588235299,2.35294117647059,1.47058823529412,3.82352941176471
hold,0.29411764705882404,0.11764705882352901,4.35294117647059,0.35294117647058804,3.05882352941176
household,3.05882352941176,1.05882352941176,2.82352941176471,2.58823529411765,4.05882352941176
hurt,2.47058823529412,0.41176470588235303,3.11764705882353,0.35294117647058804,3.52941176470588
ideal,2.70588235294118,1.5882352941176499,1.17647058823529,1.29411764705882,2.94117647058824
imagination,2.8125,1.05882352941176,1.0,1.05882352941176,3.11764705882353
information,4.5294117647058805,1.0,1.8823529411764701,1.25,4.29411764705882
intention,2.9375,0.0,0.5,0.0,2.9375
invention,2.7647058823529402,0.875,2.125,1.375,3.6875
investigation,2.7647058823529402,0.17647058823529402,1.23529411764706,0.5882352941176471,3.64705882352941
item,2.75,2.6875,4.0625,2.9375,4.05882352941176
job,3.0,0.35294117647058804,1.70588235294118,1.05882352941176,3.58823529411765
kid,4.0625,0.0,2.0,1.1875,4.41176470588235
kingdom,2.0625,0.3125,1.25,0.6875,3.3125
knowledge,3.7647058823529402,0.35294117647058804,0.47058823529411803,0.35294117647058804,2.52941176470588
lady,3.94117647058824,0.5882352941176471,3.47058823529412,2.47058823529412,4.70588235294118
landscape,1.29411764705882,0.0,1.35294117647059,1.23529411764706,4.70588235294118
laughter,4.88235294117647,0.0,0.9411764705882351,0.0,4.11764705882353
lead,1.75,0.5625,2.5625,0.75,3.64705882352941
leg,0.647058823529412,0.47058823529411803,4.64705882352941,0.29411764705882404,4.70588235294118
level,1.5882352941176499,0.35294117647058804,1.625,0.17647058823529402,3.2352941176470598
liberty,2.29411764705882,0.11764705882352901,0.7058823529411771,0.17647058823529402,2.70588235294118
library,2.94117647058824,0.529411764705882,2.64705882352941,1.41176470588235,4.5294117647058805
lift,2.58823529411765,0.0,3.52941176470588,0.47058823529411803,4.23529411764706
liquid,2.82352941176471,4.23529411764706,4.17647058823529,2.9375,4.58823529411765
magic,1.94117647058824,0.17647058823529402,0.8235294117647061,0.29411764705882404,3.7647058823529402
main,1.35294117647059,0.529411764705882,0.9411764705882351,0.3125,2.35294117647059
majority,2.94117647058824,0.0,0.8823529411764711,0.11764705882352901,4.0
mass,1.64705882352941,0.0588235294117647,3.47058823529412,0.35294117647058804,4.29411764705882
measure,1.35294117647059,1.05882352941176,3.0,0.7058823529411771,3.88235294117647
meeting,3.58823529411765,0.23529411764705901,1.35294117647059,0.41176470588235303,4.23529411764706
moment,2.625,0.4375,1.2,0.875,3.125
music,4.94117647058824,0.0,1.23529411764706,0.0588235294117647,2.2352941176470598
myth,4.05882352941176,0.0,0.25,0.0,1.23529411764706
nose,1.23529411764706,0.5882352941176471,3.7647058823529402,2.88235294117647,4.4705882352941195
note,2.17647058823529,0.0,2.7647058823529402,0.0,4.29411764705882
object,2.94117647058824,2.41176470588235,4.29411764705882,2.64705882352941,4.5294117647058805
opening,2.05882352941176,0.0588235294117647,3.41176470588235,0.35294117647058804,4.41176470588235
opportunity,3.58823529411765,0.41176470588235303,1.70588235294118,0.47058823529411803,4.23529411764706
opposition,3.05882352941176,0.0,1.35294117647059,0.41176470588235303,3.82352941176471
origin,2.05882352941176,0.35294117647058804,0.41176470588235303,0.647058823529412,2.47058823529412
owner,2.47058823529412,0.0,1.35294117647059,0.647058823529412,3.88235294117647
paint,0.47058823529411803,0.47058823529411803,2.82352941176471,3.88235294117647,4.58823529411765
pair,1.5882352941176499,0.17647058823529402,2.2352941176470598,0.0588235294117647,4.23529411764706
paper,1.5625,0.5625,4.0,1.5625,4.41176470588235
pat,2.11764705882353,0.11764705882352901,4.29411764705882,0.0588235294117647,3.05882352941176
philosophy,3.41176470588235,0.0,0.23529411764705901,0.0588235294117647,1.64705882352941
piece,1.125,1.6875,3.0,0.9375,3.9375
plan,3.64705882352941,0.1875,1.05882352941176,0.11764705882352901,3.41176470588235
plane,4.29411764705882,0.41176470588235303,2.52941176470588,0.9411764705882351,4.5294117647058805
platform,1.05882352941176,0.0,2.05882352941176,0.25,4.17647058823529
poet,3.7647058823529402,0.0,0.764705882352941,0.41176470588235303,3.05882352941176
